khasra_no,village,project,stage,sec_11_date,days_elapsed_sec11,statutory_days_left,unpartitioned_khata,court_stay,forest_clearance,circle_to_market_ratio,disbursement_pct,delay_days,risk_tier,status_color
KH-928/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-11-20,42,323,0,0,Pending,0.59,77.3,177,High,red
KH-519/4,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2024-09-03,120,245,0,0,Pending,0.95,100.0,55,Medium,green
KH-120/1,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-11-14,414,-49,1,0,Approved,0.89,0.0,250,Critical,red
KH-770/1,Sultanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-03-18,289,76,0,0,Approved,0.54,40.2,69,Medium,yellow
KH-397/3,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2024-08-29,125,240,1,1,Not Required,0.79,13.7,251,Critical,red
KH-910/8,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-07-16,169,196,0,0,Pending,0.42,71.1,176,High,red
KH-510/3,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2024-11-08,54,311,1,0,Pending,0.45,0.0,372,Critical,red
KH-197/7,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-14,232,133,1,0,Not Required,0.76,5.8,123,High,red
KH-771/8,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-10-31,62,303,0,0,Approved,0.56,56.4,57,Medium,yellow
KH-646/9,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-04-07,269,96,0,1,Not Required,0.91,0.0,268,Critical,red
KH-563/4,Sultanpur,NH-44 Expansion,Award Enquiry,2023-11-19,409,-44,0,0,Approved,0.56,54.0,66,Medium,yellow
KH-247/2,Rampur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-04-11,265,100,0,0,Not Required,0.82,0.0,0,Low,green
KH-958/8,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2023-11-21,407,-42,0,0,Not Required,0.75,0.0,0,Low,green
KH-954/3,Rampur,Dedicated Freight Corridor,Possession Taken,2024-02-15,321,44,1,0,Approved,0.68,100.0,82,Medium,green
KH-675/8,Sultanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-01-19,348,17,1,0,Not Required,0.57,21.1,233,Critical,red
KH-850/2,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-06-08,207,158,1,0,Approved,0.49,0.0,146,High,red
KH-302/8,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-05-14,232,133,1,0,Pending,0.75,0.0,281,Critical,red
KH-995/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-07-19,166,199,0,0,Not Required,0.48,0.0,54,Medium,yellow
KH-480/3,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2024-01-02,365,0,0,0,Not Required,0.54,100.0,102,High,green
KH-719/5,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-01,184,181,1,0,Approved,1.05,0.0,76,Medium,yellow
KH-585/1,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-10-02,91,274,0,0,Not Required,0.73,0.0,6,Low,green
KH-196/9,Mehrauli Dehat,Dedicated Freight Corridor,Section 11 (Notice),2024-11-16,46,319,0,0,Approved,0.84,0.0,2,Low,green
KH-751/9,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-09-10,113,252,1,1,Approved,0.59,0.0,492,Critical,red
KH-360/9,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-02-18,318,47,0,0,Pending,0.51,0.0,156,High,red
KH-204/3,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-27,309,56,0,0,Not Required,0.94,68.5,0,Low,green
KH-992/8,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2023-11-12,416,-51,1,1,Not Required,0.56,0.0,463,Critical,red
KH-995/1,Bhatinda Khurd,NH-44 Expansion,Section 11 (Notice),2024-10-08,85,280,1,0,Pending,0.76,0.0,239,Critical,red
KH-612/2,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-17,411,-46,0,0,Not Required,0.67,60.8,0,Low,green
KH-643/2,Sultanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-01-28,339,26,0,0,Pending,0.98,0.0,88,Medium,yellow
KH-552/8,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2024-03-07,300,65,1,0,Pending,1.03,0.0,248,Critical,red
KH-731/9,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-09-17,106,259,0,0,Not Required,1.05,94.7,0,Low,green
KH-299/1,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-10-30,63,302,0,0,Not Required,1.04,89.5,0,Low,green
KH-379/1,Fatehpur,Dedicated Freight Corridor,Award Enquiry,2024-05-28,218,147,0,0,Not Required,0.43,75.2,54,Medium,yellow
KH-685/1,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-01-29,338,27,0,1,Approved,0.72,100.0,188,Critical,green
KH-868/9,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-06-11,204,161,1,0,Not Required,0.42,0.0,182,Critical,red
KH-966/2,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-07-10,175,190,1,0,Not Required,0.47,0.0,223,Critical,red
KH-957/6,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2023-12-14,384,-19,0,0,Not Required,1.06,100.0,7,Low,green
KH-512/7,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-09-10,113,252,0,0,Not Required,0.98,0.0,0,Low,green
KH-185/3,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-02-10,326,39,0,0,Not Required,0.54,62.9,78,Medium,yellow
KH-103/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-06-26,189,176,0,0,Not Required,0.73,0.0,13,Low,green
KH-188/3,Bhatinda Khurd,NH-44 Expansion,Section 15 (Hearing),2023-11-10,418,-53,0,0,Not Required,0.41,0.0,81,Medium,yellow
KH-841/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-07-12,173,192,0,0,Not Required,0.44,0.0,82,Medium,yellow
KH-678/6,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-07-31,154,211,0,0,Not Required,1.02,0.0,0,Low,green
KH-814/8,Bhatinda Khurd,NH-44 Expansion,Award Enquiry,2024-06-19,196,169,0,0,Not Required,0.81,52.7,6,Low,green
KH-746/3,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-03-17,290,75,0,0,Not Required,0.8,0.0,22,Low,green
KH-761/5,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2024-03-10,297,68,1,0,Not Required,0.98,100.0,112,High,green
KH-132/2,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-10-07,86,279,0,0,Approved,0.73,51.0,4,Low,green
KH-134/6,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-12-13,19,346,1,0,Pending,0.51,21.6,272,Critical,red
KH-266/8,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-05-07,239,126,0,0,Pending,0.97,0.0,96,High,red
KH-848/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-13,385,-20,1,1,Not Required,0.66,16.8,448,Critical,red
KH-531/7,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-05-26,220,145,0,0,Approved,0.82,100.0,0,Low,green
KH-407/9,Kalyanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-01-13,354,11,0,0,Pending,0.63,0.0,80,Medium,yellow
KH-884/3,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-05-29,217,148,0,0,Not Required,0.52,30.1,44,Medium,yellow
KH-414/2,Kalyanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-05-08,238,127,0,0,Approved,0.46,0.0,39,Medium,yellow
KH-894/6,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-06-24,191,174,0,0,Pending,0.47,0.0,179,High,red
KH-583/7,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-11-23,405,-40,0,0,Approved,1.04,0.0,0,Low,green
KH-236/7,Shahpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-10-25,434,-69,0,0,Not Required,0.87,86.7,5,Low,green
KH-455/8,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2024-02-10,326,39,0,0,Approved,0.52,0.0,54,Medium,yellow
KH-942/1,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-01-22,345,20,0,0,Not Required,0.56,0.0,165,High,red
KH-545/2,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-05-14,232,133,0,0,Not Required,0.51,0.0,47,Medium,yellow
KH-135/5,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-05-28,218,147,1,0,Pending,0.88,0.0,204,Critical,red
KH-850/2,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-26,97,268,1,0,Not Required,0.62,0.0,163,High,red
KH-111/8,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-19,409,-44,0,0,Not Required,0.44,57.6,106,High,red
KH-899/8,Fatehpur,Dedicated Freight Corridor,Possession Taken,2024-06-14,201,164,0,0,Pending,0.48,100.0,144,High,green
KH-790/2,Kalyanpur,NH-44 Expansion,Section 19 (Declaration),2023-12-21,377,-12,1,0,Approved,0.81,11.9,178,High,red
KH-149/8,Bhatinda Khurd,NH-44 Expansion,Section 11 (Notice),2024-04-11,265,100,0,0,Pending,0.72,0.0,94,High,red
KH-358/7,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-03-15,292,73,0,0,Not Required,0.59,0.0,59,Medium,yellow
KH-432/5,Fatehpur,NH-44 Expansion,Possession Taken,2024-10-21,72,293,1,0,Approved,0.65,100.0,95,High,green
KH-279/2,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2023-12-11,387,-22,1,0,Not Required,0.5,0.0,240,Critical,red
KH-569/4,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-11-08,54,311,0,0,Not Required,0.63,0.0,30,Medium,yellow
KH-203/7,Sultanpur,NH-44 Expansion,Section 19 (Declaration),2024-01-26,341,24,1,0,Not Required,0.92,19.8,59,Medium,yellow
KH-838/2,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-11-07,421,-56,0,0,Pending,0.53,0.0,246,Critical,red
KH-912/4,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-02-28,308,57,0,0,Approved,0.73,79.4,0,Low,green
KH-896/3,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-05-27,219,146,0,0,Not Required,1.04,100.0,6,Low,green
KH-516/4,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-30,155,210,0,1,Approved,0.59,0.0,277,Critical,red
KH-394/8,Sultanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-07-02,183,182,0,0,Not Required,0.78,100.0,0,Low,green
KH-451/6,Bhatinda Khurd,Dedicated Freight Corridor,Award Enquiry,2024-10-01,92,273,0,0,Not Required,0.72,78.3,0,Low,green
KH-789/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-01-14,353,12,0,0,Pending,1.0,0.0,172,High,red
KH-453/2,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-07-21,164,201,0,0,Not Required,0.93,59.3,0,Low,green
KH-698/3,Sultanpur,Dedicated Freight Corridor,Possession Taken,2024-05-11,235,130,0,0,Not Required,0.69,100.0,27,Low,green
KH-390/9,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-06-08,207,158,1,0,Not Required,1.04,0.0,89,Medium,yellow
KH-316/2,Sultanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-09-27,96,269,0,0,Not Required,0.94,0.0,1,Low,green
KH-322/7,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-11-19,409,-44,1,0,Approved,0.65,8.7,166,High,red
KH-501/4,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-26,402,-37,0,0,Not Required,0.72,83.7,0,Low,green
KH-281/7,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2023-10-20,439,-74,1,0,Approved,0.63,100.0,161,High,green
KH-200/7,Sultanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-05-21,225,140,0,0,Not Required,0.53,31.9,34,Medium,yellow
KH-182/7,Rampur,Dedicated Freight Corridor,Possession Taken,2024-08-12,142,223,1,0,Pending,0.52,100.0,331,Critical,green
KH-860/7,Sultanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-04-27,249,116,0,0,Not Required,0.66,0.0,11,Low,green
KH-829/4,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-11-14,48,317,1,0,Approved,1.03,12.2,145,High,red
KH-554/4,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-04-05,271,94,0,0,Not Required,0.85,82.2,13,Low,green
KH-839/2,Rampur,NH-44 Expansion,Award Enquiry,2024-03-26,281,84,1,0,Pending,1.1,35.2,206,Critical,red
KH-833/9,Rampur,NH-44 Expansion,Award Enquiry,2024-04-15,261,104,0,0,Approved,0.98,33.9,6,Low,green
KH-509/9,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-11-10,418,-53,0,0,Pending,0.49,39.5,165,High,red
KH-273/6,Mehrauli Dehat,Dedicated Freight Corridor,Section 15 (Hearing),2024-08-15,139,226,1,0,Not Required,0.96,0.0,106,High,red
KH-810/2,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-11-26,402,-37,0,1,Not Required,0.58,0.0,307,Critical,red
KH-816/5,Sultanpur,Dedicated Freight Corridor,Possession Taken,2024-11-29,33,332,1,0,Approved,0.93,100.0,108,High,green
KH-479/6,Fatehpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-12-17,381,-16,1,0,Not Required,0.51,27.2,237,Critical,red
KH-861/3,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2024-08-08,146,219,0,0,Not Required,0.85,31.8,0,Low,green
KH-698/1,Bhatinda Khurd,Dedicated Freight Corridor,Possession Taken,2023-12-02,396,-31,0,0,Pending,1.01,100.0,86,Medium,green
KH-274/6,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2024-04-05,271,94,0,0,Pending,0.62,100.0,40,Medium,green
KH-763/3,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-04-14,262,103,0,0,Not Required,1.03,0.0,0,Low,green
KH-329/3,Bhatinda Khurd,NH-44 Expansion,Section 15 (Hearing),2024-06-18,197,168,0,0,Pending,0.75,0.0,111,High,red
KH-333/4,Bhatinda Khurd,NH-44 Expansion,Award Enquiry,2024-02-01,335,30,0,0,Not Required,0.47,51.4,68,Medium,yellow
KH-181/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-08-08,146,219,0,0,Approved,0.96,0.0,11,Low,green
KH-834/8,Kalyanpur,NH-44 Expansion,Possession Taken,2024-08-03,151,214,1,0,Pending,0.79,100.0,208,Critical,green
KH-333/4,Sultanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-10-28,65,300,1,0,Not Required,0.78,32.3,138,High,red
KH-589/2,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-09-07,116,249,0,0,Approved,0.47,68.3,82,Medium,yellow
KH-695/7,Shahpur,NH-44 Expansion,Award Enquiry,2023-11-15,413,-48,0,0,Pending,0.85,68.3,105,High,red
KH-100/5,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-08-01,153,212,1,1,Not Required,0.74,100.0,346,Critical,green
KH-760/5,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-07-30,155,210,1,0,Not Required,0.87,22.6,192,Critical,red
KH-426/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-09-17,106,259,0,0,Not Required,0.45,0.0,76,Medium,yellow
KH-982/8,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 15 (Hearing),2023-11-15,413,-48,1,0,Approved,0.48,0.0,169,High,red
KH-884/9,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2024-02-09,327,38,0,0,Not Required,0.55,73.7,68,Medium,yellow
KH-628/8,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-08-22,132,233,0,0,Not Required,1.05,60.7,13,Low,green
KH-248/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-01,245,120,0,0,Approved,0.62,66.6,0,Low,green
KH-243/8,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2023-10-25,434,-69,1,0,Approved,0.89,0.0,221,Critical,red
KH-952/6,Rampur,Dedicated Freight Corridor,Award Enquiry,2023-11-09,419,-54,1,1,Pending,0.67,24.5,419,Critical,red
KH-209/2,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-12-13,385,-20,0,0,Pending,0.74,76.9,101,High,red
KH-823/8,Kalyanpur,Dedicated Freight Corridor,Possession Taken,2024-02-21,315,50,0,0,Not Required,0.66,100.0,0,Low,green
KH-382/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-10-22,71,294,1,0,Not Required,0.73,35.8,78,Medium,yellow
KH-523/3,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-07-17,168,197,0,0,Not Required,0.8,100.0,2,Low,green
KH-435/9,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-03-21,286,79,1,0,Not Required,0.97,100.0,185,Critical,green
KH-973/6,Shahpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-09-14,109,256,0,0,Not Required,0.62,0.0,0,Low,green
KH-303/5,Bhatinda Khurd,NH-44 Expansion,Section 15 (Hearing),2024-10-17,76,289,1,0,Not Required,0.85,0.0,138,High,red
KH-149/9,Rampur,Dedicated Freight Corridor,Section 11 (Notice),2024-03-03,304,61,0,0,Not Required,0.71,0.0,0,Low,green
KH-917/6,Shahpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-27,309,56,1,0,Pending,0.63,7.3,171,High,red
KH-215/9,Kalyanpur,NH-44 Expansion,Possession Taken,2024-04-22,254,111,0,1,Not Required,0.83,100.0,225,Critical,green
KH-541/5,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-01-19,348,17,0,0,Not Required,0.63,0.0,0,Low,green
KH-564/9,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-05-26,220,145,1,0,Not Required,0.8,0.0,95,High,red
KH-108/4,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-08-07,147,218,0,0,Approved,1.0,0.0,9,Low,green
KH-645/8,Fatehpur,Delhi-Amritsar Expressway,Possession Taken,2024-06-19,196,169,0,0,Pending,1.03,100.0,116,High,green
KH-891/3,Kalyanpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-10-27,66,299,0,0,Not Required,0.42,0.0,68,Medium,yellow
KH-170/6,Shahpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-01-16,351,14,1,0,Not Required,0.55,0.0,180,Critical,red
KH-322/6,Rampur,Delhi-Amritsar Expressway,Award Enquiry,2024-10-15,78,287,0,0,Not Required,0.98,54.4,0,Low,green
KH-857/4,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-05-07,239,126,1,0,Not Required,0.68,12.2,140,High,red
KH-279/9,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2023-11-26,402,-37,1,0,Not Required,0.55,0.0,232,Critical,red
KH-192/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-04-01,275,90,0,0,Pending,0.48,59.7,142,High,red
KH-978/2,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2023-10-16,443,-78,0,1,Approved,0.45,91.5,291,Critical,red
KH-582/1,Bhatinda Khurd,Dedicated Freight Corridor,Section 11 (Notice),2024-10-06,87,278,0,0,Not Required,0.99,0.0,0,Low,green
KH-581/1,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-06-10,205,160,0,0,Approved,0.83,83.5,0,Low,green
KH-631/3,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-10-22,71,294,1,0,Approved,0.95,6.0,102,High,red
KH-961/5,Sultanpur,Dedicated Freight Corridor,Section 11 (Notice),2023-11-12,416,-51,0,0,Not Required,0.42,0.0,127,High,red
KH-712/9,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-12-10,22,343,0,1,Approved,0.64,0.0,187,Critical,red
KH-525/9,Mehrauli Dehat,Delhi-Amritsar Expressway,Possession Taken,2023-10-30,429,-64,0,0,Approved,0.85,100.0,0,Low,green
KH-363/3,Bhatinda Khurd,Dedicated Freight Corridor,Possession Taken,2024-01-10,357,8,0,0,Pending,0.9,100.0,88,Medium,green
KH-684/4,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-10-12,81,284,0,0,Not Required,0.96,100.0,0,Low,green
KH-861/2,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-07,329,36,0,0,Not Required,0.47,44.7,64,Medium,yellow
KH-827/8,Fatehpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-07-03,182,183,1,0,Not Required,0.7,0.0,139,High,red
KH-971/1,Fatehpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-11-07,421,-56,0,0,Not Required,0.54,0.0,167,High,red
KH-506/6,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-06-24,191,174,1,0,Not Required,0.53,35.4,231,Critical,red
KH-736/5,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-12-02,396,-31,0,0,Approved,0.6,0.0,0,Low,green
KH-361/6,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-04-28,248,117,0,0,Approved,0.86,100.0,6,Low,green
KH-631/5,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-01-24,343,22,1,0,Pending,0.42,24.0,259,Critical,red
KH-829/5,Kalyanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-04-30,246,119,1,1,Approved,0.71,39.5,399,Critical,red
KH-245/4,Shahpur,NH-44 Expansion,Section 15 (Hearing),2023-12-08,390,-25,0,0,Approved,0.92,0.0,2,Low,green
KH-676/9,Sultanpur,NH-44 Expansion,Possession Taken,2024-06-15,200,165,0,0,Not Required,0.78,100.0,0,Low,green
KH-796/3,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-03-16,291,74,1,0,Not Required,1.06,0.0,165,High,red
KH-150/7,Bhatinda Khurd,PMGSY Phase-3 Link Road,Possession Taken,2024-05-16,230,135,1,0,Pending,1.03,100.0,231,Critical,green
KH-851/2,Rampur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-10-05,88,277,0,0,Pending,0.74,0.0,105,High,red
KH-348/7,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-05-31,215,150,0,0,Not Required,0.81,46.2,0,Low,green
KH-382/3,Mehrauli Dehat,NH-44 Expansion,Possession Taken,2024-01-08,359,6,0,0,Approved,0.51,100.0,60,Medium,green
KH-435/1,Fatehpur,NH-44 Expansion,Possession Taken,2024-07-11,174,191,0,0,Not Required,0.77,100.0,17,Low,green
KH-337/8,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2023-12-03,395,-30,0,1,Pending,0.83,100.0,264,Critical,green
KH-741/8,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2023-11-25,403,-38,0,0,Not Required,0.6,64.0,0,Low,green
KH-542/7,Rampur,NH-44 Expansion,Section 19 (Declaration),2023-10-13,446,-81,1,0,Pending,0.91,14.7,222,Critical,red
KH-956/5,Bhatinda Khurd,NH-44 Expansion,Section 11 (Notice),2024-10-27,66,299,0,0,Not Required,0.9,0.0,0,Low,green
KH-326/7,Fatehpur,Dedicated Freight Corridor,Section 11 (Notice),2023-11-14,414,-49,1,0,Approved,0.98,0.0,261,Critical,red
KH-484/9,Shahpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-02-13,323,42,1,0,Not Required,0.48,0.0,325,Critical,red
KH-882/4,Bhatinda Khurd,PMGSY Phase-3 Link Road,Award Enquiry,2023-12-16,382,-17,1,0,Approved,0.92,17.2,167,High,red
KH-635/1,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-08-29,125,240,0,0,Approved,0.8,0.0,28,Low,green
KH-969/5,Bhatinda Khurd,Dedicated Freight Corridor,Section 19 (Declaration),2024-08-12,142,223,0,0,Not Required,0.59,80.9,35,Medium,yellow
KH-314/9,Shahpur,Dedicated Freight Corridor,Award Enquiry,2023-11-28,400,-35,0,0,Pending,0.64,83.0,113,High,red
KH-460/9,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-10-20,439,-74,0,0,Not Required,0.61,89.4,0,Low,green
KH-736/8,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2024-09-05,118,247,0,0,Approved,0.59,76.0,59,Medium,yellow
KH-470/3,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-10-21,72,293,0,0,Not Required,0.53,0.0,70,Medium,yellow
KH-651/3,Mehrauli Dehat,NH-44 Expansion,Section 15 (Hearing),2024-10-31,62,303,1,1,Not Required,0.46,0.0,466,Critical,red
KH-462/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-10-12,447,-82,0,0,Pending,1.07,0.0,206,Critical,red
KH-945/1,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-12-04,28,337,0,0,Not Required,0.75,84.2,0,Low,green
KH-321/3,Rampur,Dedicated Freight Corridor,Section 15 (Hearing),2024-12-07,25,340,0,0,Not Required,1.0,0.0,0,Low,green
KH-669/9,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-09-13,110,255,0,0,Approved,0.99,67.8,29,Low,green
KH-496/5,Fatehpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-11,235,130,0,0,Approved,0.66,88.5,16,Low,green
KH-465/2,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-10-21,438,-73,0,1,Approved,1.09,46.0,289,Critical,red
KH-903/9,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-07-10,175,190,0,0,Not Required,0.47,100.0,72,Medium,green
KH-818/9,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-08-02,152,213,1,0,Approved,0.8,6.9,165,High,red
KH-166/3,Rampur,PMGSY Phase-3 Link Road,Possession Taken,2024-01-20,347,18,0,0,Pending,0.44,100.0,168,High,green
KH-798/6,Rampur,Dedicated Freight Corridor,Possession Taken,2024-08-10,144,221,1,0,Not Required,1.06,100.0,103,High,green
KH-821/3,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-07-12,173,192,1,1,Not Required,0.78,28.6,355,Critical,red
KH-516/3,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2024-02-09,327,38,0,0,Pending,0.44,0.0,284,Critical,red
KH-172/2,Sultanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-12-08,390,-25,0,0,Approved,0.54,0.0,78,Medium,yellow
